HIT ID,Worker ID,Q1,Q2,Q3,Q4,resume1.ID,resume1.Q1.answer.finance,resume1.Q1.answer.entertainment,resume1.Q1.answer.healthcare,resume1.Q1.answer.government,resume1.Q1.answer.sports,resume1.Q1.answer.technology,resume1.Q1.manufacturing,resume1.Q1.law,resume1.Q1.service_industry,resume1.Q1.other,resum1.Q2.answer,resume1.Q3.answer,resume1.Q4.communication,resume1.Q4.customer_service,resume1.Q4.leadership,resume1.Q4.organization/planning,resume1.Q4.collaboration,resume1.Q4.problem_solving,resume1.Q4.time_management,resume1.Q4.creativity,resume2.ID,resume2.Q1.answer.finance,resume2.Q1.answer.entertainment,resume2.Q1.answer.healthcare,resume2.Q1.answer.government,resume2.Q1.answer.sports,resume2.Q1.answer.technology,resume2.Q1.manufacturing,resume2.Q1.law,resume2.Q1.service_industry,resume2.Q1.other,resume2.Q2.answer,resume2.Q3.answer,resume2.Q4.communication,resume2.Q4.customer_service,resume2.Q4.leadership,resume2.Q4.organization/planning,resume2.Q4.collaboration,resume2.Q4.problem_solving,resume2.Q4.time_management,resume2.Q4.creativity,resume3.id,resume3.Q1.answer.finance,resume3.Q1.answer.entertainment,resume3.Q1.answer.healthcare,resume3.Q1.answer.government,resume3.Q1.answer.sports,resume.Q1.answer.technology,resume3.Q1.manufacturing,resume3.Q1.law,resume3.Q1.service_industry,resume3.Q1.other,resume3.Q2.answer,resume3.Q3.answer,resume3.Q4.communication,resume3.Q4.customer_service,resume3.Q4.leadership,resume3.Q4.organization/planning,resume3.Q4.collaboration,resume3.Q4.problem_solving,resume3.Q4.time_management,resume3.Q4.creativity,GS,GS.Q1.answer.finance,GS.Q1.answer.entertainment,GS.Q1.answer.healthcare,GS.Q1.answer.government,GS.Q1.answer.sports,GS.Q1.answer.technology,GS.Q1.manufacturing,GS.Q1.law,GS.Q1.service_industry,GS.Q1.other,GS.Q2.answer,GS.Q3.answer,GS.Q4.communication,GS.Q4.customer_service,GS.Q4.leadership,GS.Q4.organization/planning,GS.Q4.collaboration,GS.Q4.problem_solving,GS.Q4.time_management,GS.Q4.creativity,GStruth.Q1.answer.finance,GStruth.Q1.answer.entertainment,GStruth.Q1.answer.healthcare,GStruth.Q1.answer.government,GStruth.Q1.answer.sports,GStruth.Q1.answer.technology,GStruth.Q1.manufacturing,GStruth.Q1.law,GStruth.Q1.service_industry,GStruth.Q1.other,GStruth.Q2.answer,GStruth.Q3.answer,GStruth.Q4.communication,GStruth.Q4.customer_service,GStruth.Q4.leadership,GStruth.Q4.organization/planning,GStruth.Q4.collaboration,GStruth.Q4.problem_solving,GStruth.Q4.time_management,GStruth.Q4.creativity
4,11,Years of experience,Education Level,Most recent job title,Skills,10,0,10,0,0,0,0,0,0,0,0,College Graduate,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,0,0,5,0,0,0,0,7,0,Law Degree,Manager,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,0,8,0,2,0,0,0,0,0,0,College Graduate,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
4,12,Years of experience,Education Level,Most recent job title,Skills,10,0,10,0,0,0,0,0,0,0,0,Masters Degree,CEO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,11,0,0,0,5,0,0,0,0,7,0,Masters Degree,Manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,0,8,0,2,0,0,0,0,0,0,Masters Degree,CEO,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
5,13,Years of experience,Education Level,Most recent job title,Skills,13,0,0,0,0,0,0,0,6,0,0,Law Degree,Associate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,14,27,0,0,0,0,0,0,0,0,0,Masters Degree,Manager,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,15,0,0,0,0,3,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
5,14,Years of experience,Education Level,Most recent job title,Skills,13,0,0,0,0,0,0,0,6,0,0,Law Degree,Associate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,27,0,0,0,0,0,0,0,0,0,Masters Degree,Manager,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,15,0,0,0,0,3,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
5,15,Years of experience,Education Level,Most recent job title,Skills,13,0,0,0,0,0,0,0,6,0,0,Law Degree,Associate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,26,0,0,0,0,0,0,0,0,0,Masters Degree,Manager,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,15,0,0,0,0,2,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
6,16,Years of experience,Education Level,Most recent job title,Skills,16,0,3,0,0,0,0,0,0,0,0,College Graduate,Assistant,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,17,0,0,3,2,0,0,0,0,0,0,College Graduate,Analyst,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,18,0,1,0,0,0,0,0,0,0,2,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
6,17,Years of experience,Education Level,Most recent job title,Skills,16,0,3,0,0,0,0,0,0,0,0,College Graduate,Assistant,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,17,0,0,3,2,0,0,0,0,0,0,College Graduate,Analyst,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,18,0,1,0,0,0,0,0,0,0,3,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
6,18,Years of experience,Education Level,Most recent job title,Skills,16,0,3,0,0,0,0,0,0,0,0,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,17,0,0,3,2,0,2,0,0,0,0,High School Diploma,Analyst,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,18,0,1,0,0,0,0,0,0,0,3,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7,19,Years of experience,Education Level,Most recent job title,Skills,19,0,0,0,4,0,0,0,0,0,0,College Graduate,Analyst,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,4,0,0,10,2,0,0,0,0,0,Law Degree,Manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,21,0,4,0,0,3,1,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7,20,Years of experience,Education Level,Most recent job title,Skills,19,0,0,0,2,0,0,0,0,0,0,College Graduate,Analyst,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,4,0,0,10,2,0,0,0,0,0,Law Degree,Manager,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,21,0,5,0,0,3,0,0,0,0,0,College Graduate,CEO,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
7,21,Years of experience,Education Level,Most recent job title,Skills,19,0,0,0,4,0,0,0,0,0,0,College Graduate,Analyst,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20,4,0,0,10,2,0,0,0,0,0,Law Degree,Manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,21,0,5,0,0,3,0,0,0,0,0,College Graduate,Manager,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
8,22,Years of experience,Education Level,Most recent job title,Skills,22,0,0,0,0,5,0,0,0,0,0,College Graduate,Associate,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,23,0,0,0,0,0,2,0,0,0,0,High School Diploma,Analyst,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,24,0,0,0,0,0,0,0,16,0,0,Law Degree,Director,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
8,23,Years of experience,Education Level,Most recent job title,Skills,22,0,0,0,0,5,0,0,0,0,0,College Graduate,Associate,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,23,0,0,0,0,0,2,0,0,0,0,High School Diploma,Analyst,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24,0,0,0,0,0,0,0,16,0,0,Law Degree,Director,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
8,24,Years of experience,Education Level,Most recent job title,Skills,22,0,0,0,0,5,0,0,0,0,0,College Graduate,Associate,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,23,0,0,0,0,0,1,0,0,0,0,High School Diploma,Analyst,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,24,0,0,0,0,0,0,0,16,0,0,Law Degree,Director,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9,25,Years of experience,Education Level,Most recent job title,Skills,25,0,0,0,0,0,10,0,0,0,0,High School Diploma,Founder,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,0,0,0,0,4,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,8,0,0,0,0,2,0,0,0,0,Masters Degree,Associate,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9,26,Years of experience,Education Level,Most recent job title,Skills,25,0,0,0,0,0,10,0,0,0,0,High School Diploma,Founder,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,26,0,0,0,0,4,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,7,0,0,0,0,2,0,0,0,0,Masters Degree,Manager,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9,27,Years of experience,Education Level,Most recent job title,Skills,25,0,0,0,0,0,10,0,0,0,0,High School Diploma,Founder,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,26,0,0,0,0,5,0,8,0,0,0,High School Diploma,Manager,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,8,0,0,0,0,3,0,0,0,0,Masters Degree,Associate,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10,28,Years of experience,Education Level,Most recent job title,Skills,28,0,0,0,0,8,2,0,0,0,0,College Graduate,Director,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29,0,5,0,0,0,0,0,0,0,2,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,0,0,0,4,0,2,0,0,0,0,College Graduate,Analyst,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
10,29,Years of experience,Education Level,Most recent job title,Skills,28,0,0,0,0,8,2,0,0,0,0,College Graduate,Director,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,29,0,5,0,0,0,0,0,0,0,3,College Graduate,Associate,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,0,0,0,3,0,2,0,0,0,0,College Graduate,Associate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,6,0,0,0,0,College Graduate,Manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
