"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.Collaboration","Answer.Communication","Answer.Creativity","Answer.Customer Service","Answer.Education Level","Answer.Entertainment","Answer.Finance","Answer.Government","Answer.Healthcare","Answer.Job Title","Answer.Law","Answer.Leadership","Answer.Manufacturing","Answer.Organization/Planning","Answer.Other","Answer.Problem-Solving","Answer.Service Industry","Answer.Sports","Answer.Technology","Answer.Time Management","Approve","Reject"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3I33IC7ZWGITFMHAFL4GFLZS3BMA2Q","A24JKHC4HTY6CD","Submitted","Fri May 07 10:08:18 PDT 2021","Fri May 07 10:41:00 PDT 2021","Mon May 10 10:41:00 PDT 2021","","","","1962","100% (8/8)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","FALSE","TRUE","TRUE","TRUE","masters","0","2","0","0","GREAT HILL PARTNERS Private Equity Associate – Enterprise Software and Technology-Enabled Services","0","FALSE","0","FALSE","0","TRUE","0","0","0","TRUE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3KIBXJ1WD6ADY6F1EAF2GC5R9T3KOE","A2K4VF6QM7JC8B","Submitted","Fri May 07 12:41:22 PDT 2021","Fri May 07 12:44:04 PDT 2021","Mon May 10 12:44:04 PDT 2021","","","","162","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","TRUE","TRUE","FALSE","FALSE","bachelors","0","0","0","0","Private Equity Associate","0","TRUE","0","TRUE","0","TRUE","0","0","0","FALSE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3LRLIPTPERPOW2L04RAKFHLMKE5AKF","A3GSR2F3QV8W60","Submitted","Fri May 07 22:06:12 PDT 2021","Fri May 07 22:10:42 PDT 2021","Mon May 10 22:10:42 PDT 2021","","","","270","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","FALSE","FALSE","FALSE","FALSE","masters","0","2","0","0","Private Equity Associate – Enterprise Software and Technology-Enabled Services","0","FALSE","0","FALSE","0","FALSE","0","0","3","FALSE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3SEPORI8WOFJLXKM4SDU2W9ZOKPZAR","A2TBG0QLTDM9LF","Submitted","Fri May 07 10:35:09 PDT 2021","Fri May 07 11:19:49 PDT 2021","Mon May 10 11:19:49 PDT 2021","","","","2680","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","FALSE","FALSE","FALSE","FALSE","bachelors","0","0","0","0","NA","0","TRUE","0","TRUE","0","TRUE","0","0","4","FALSE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3TE3O85731OLE33RHWQ2ABO23GG2RY","A1Q05JJPADKRBS","Submitted","Fri May 07 15:20:07 PDT 2021","Fri May 07 15:25:59 PDT 2021","Mon May 10 15:25:59 PDT 2021","","","","352","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","TRUE","TRUE","TRUE","TRUE","masters","0","5","0","0","Private Equity Associate","0","TRUE","0","TRUE","2","TRUE","3","2","3","TRUE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3WJEQKOXA9IMQ1ZEWH42A2PNB5E1A6","A2FAQHVBPK7CRS","Submitted","Fri May 07 10:41:03 PDT 2021","Fri May 07 10:43:55 PDT 2021","Mon May 10 10:43:55 PDT 2021","","","","172","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","FALSE","TRUE","FALSE","TRUE","bachelors","0","3","0","0","Private Equity Associate","0","TRUE","0","TRUE","0","FALSE","0","0","0","TRUE"
"3NI0WFPPI9WJAQ4ZKJEOR884Z6L06C","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3WYGZ5XF3XVSWY7ULRWB0HFS6IWSK9","A1ZZINLCZZYOH4","Submitted","Fri May 07 11:50:50 PDT 2021","Fri May 07 11:59:41 PDT 2021","Mon May 10 11:59:41 PDT 2021","","","","531","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume1.pdf","FALSE","FALSE","FALSE","FALSE","bachelors","0","0","0","0","Private Equity Associate","0","FALSE","0","FALSE","3","FALSE","2","0","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","33JKGHPFYDAQ69FSY7S5G0XQ8N6MNH","A2XRPDH3WXT29P","Submitted","Fri May 07 10:28:58 PDT 2021","Fri May 07 10:29:47 PDT 2021","Mon May 10 10:29:47 PDT 2021","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","FALSE","FALSE","FALSE","FALSE","high school","0","0","0","0","0","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","34X6J5FLPUEL8YMZB27U420E94TJQS","A23BGNP50WTKI2","Submitted","Fri May 07 10:03:00 PDT 2021","Fri May 07 10:05:38 PDT 2021","Mon May 10 10:05:38 PDT 2021","","","","158","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","TRUE","FALSE","FALSE","FALSE","bachelors","0","0","0","0","Consulting intern","0","TRUE","0","FALSE","0","FALSE","0","2","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","351SEKWQS1XHKXOF9DE2KVLWUJZMDU","A2G44A4ZPWRPXU","Submitted","Fri May 07 10:02:34 PDT 2021","Fri May 07 10:49:36 PDT 2021","Mon May 10 10:49:36 PDT 2021","","","","2822","100% (4/4)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","TRUE","TRUE","FALSE","TRUE","bachelors","0","0","0","0","Consulting Intern","0","TRUE","0","TRUE","0","TRUE","0","2","0","TRUE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","384PI804XTHQJ80QHYMTHX0JSJ8S0J","A21F3JVYYDOQ7W","Submitted","Fri May 07 10:05:40 PDT 2021","Fri May 07 10:09:41 PDT 2021","Mon May 10 10:09:41 PDT 2021","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","TRUE","TRUE","TRUE","TRUE","high school","5","4","4",">5","Consultant","2","TRUE","4","TRUE","4","TRUE","3","0","4","TRUE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","39DD6S19JQRMBA1YKXFGYFZQ9ZSEZ6","A2FAQHVBPK7CRS","Submitted","Fri May 07 10:57:43 PDT 2021","Fri May 07 11:00:43 PDT 2021","Mon May 10 11:00:43 PDT 2021","","","","180","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","TRUE","TRUE","FALSE","FALSE","bachelors","0","0","0","0","Consulting Intern","0","TRUE","1","FALSE","0","TRUE","0","1","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3AMYWKA6YC26ZRUCC6L16T098Y36OF","A1C2K7YTGSLMJ0","Submitted","Fri May 07 16:45:18 PDT 2021","Fri May 07 16:45:29 PDT 2021","Mon May 10 16:45:29 PDT 2021","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","FALSE","FALSE","FALSE","FALSE","associate","0","0","0","0","n","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3AWETUDC938YRF3KGG57JUXI1SOZIP","AKNBC1TE88NDO","Submitted","Fri May 07 10:01:49 PDT 2021","Fri May 07 10:38:29 PDT 2021","Mon May 10 10:38:29 PDT 2021","","","","2200","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","FALSE","TRUE","FALSE","FALSE","bachelors","0","0","0","0","vice president t, NYU Sports Business Society","0","TRUE","0","FALSE","0","FALSE","0","1","0","FALSE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3C5W7UE9CG6VI3TW0DFEE2OOA1QXMM","A2HR7ZIX42FEPG","Submitted","Fri May 07 11:35:55 PDT 2021","Fri May 07 11:36:50 PDT 2021","Mon May 10 11:36:50 PDT 2021","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","TRUE","TRUE","TRUE","TRUE","bachelors","0","0","0","0","Consulting Intern","0","TRUE","0","TRUE","0","TRUE","0","0","0","TRUE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3EO896NRAXBY0EERS61P97B1TB4TJS","A3KKUZCRXE90GR","Submitted","Fri May 07 11:13:27 PDT 2021","Fri May 07 11:15:18 PDT 2021","Mon May 10 11:15:18 PDT 2021","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","FALSE","TRUE","TRUE","FALSE","bachelors","0","0","0","0","Consulting Intern","0","TRUE","0","TRUE","0","TRUE","0","1","0","TRUE"
"3QQUBC64ZEUZE1G2MCPC2XH143UXND","3R4JFGW1TMMSSC0QOBWTB3YVDLLP8N","Read resumes and answer questions","Answer questions about people's work and education experience after reading their resume.","survey, resume, hiring","$0.15","Fri May 07 10:00:43 PDT 2021","20","BatchId:4434324;OriginalHitTemplateId:928390912;","3600","259200","Tue May 11 10:00:43 PDT 2021","","","3FTOP5WARG4XK5H0U4DFPW9WW3SJ0X","A30V2K5KZQ6HM9","Submitted","Fri May 07 21:52:56 PDT 2021","Fri May 07 21:56:06 PDT 2021","Mon May 10 21:56:06 PDT 2021","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","https://resumes213.s3.amazonaws.com/resume2.pdf","FALSE","TRUE","TRUE","FALSE","bachelors","0","0","0","0","Excel Sports Management","0","FALSE","0","FALSE","0","FALSE","0","0","0","FALSE"
